OBJECTID,Statistical area 2 (SA2) 2023 code,Statistical area 2 (SA2) 2023 name,Statistical area 2 (SA2) 2023 name no macrons,"Subject pop: Census usually resident population, Year: 2013, Measure: Count, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: 2018, Measure: Count, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: 2023, Measure: Count, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: Change 2013-2018, Measure: Percent, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: Change 2018-2023, Measure: Percent, Var1: Census usually resident population (Total)",Area square kilometres,Land area square kilometres,Shape__Area,Shape__Length
1327,190602,Katikati South,Katikati South,2073,2601,2877,25.5,10.6,4.60933865,4.60933865,4609185.724,13019.83263
1328,190601,Katikati North,Katikati North,2091,2532,2703,21.1,6.8,5.3594998,5.3594998,5359535.527,13457.09255
1329,190501,Aongatete,Aongatete,2724,3153,3519,15.7,11.6,164.3707376,164.3707376,164370440,82909.2304
1330,190400,Athenree,Athenree,675,804,906,19.1,12.7,1.26347201,1.26347201,1263107.486,7397.797194
1331,190300,Tahawai,Tahawai,1707,1833,1839,7.4,0.3,82.11485808,82.11485808,82114867.77,64708.7176
1332,190200,Waihī Beach-Bowentown,Waihi Beach-Bowentown,2148,2484,2550,15.6,2.7,6.31402319,6.31402319,6313759.779,24425.78328
1333,190100,Waiau,Waiau,327,333,330,1.8,-0.9,36.09210549,36.09210549,36092664.17,46678.97035
1334,190000,Te More,Te More,0,0,0,-998,-998,47.9225809,47.9225809,47922686.65,33420.01112
1335,189900,Taharua,Taharua,57,57,81,0,42.1,784.2388482,784.2388482,784237696.3,222344.5106
1336,189800,Rangataiki,Rangataiki,135,132,123,-2.2,-6.8,996.271437,996.271437,996271719,178164.1446
1337,189700,Tūrangi,Turangi,2952,3444,3792,16.7,10.1,7.5322771,7.5322771,7531615.075,16630.5732
1338,189600,Waitahanui,Waitahanui,642,795,846,23.8,6.4,120.6432058,120.6432058,120644606.1,61694.71571
1339,189500,Kaimanawa,Kaimanawa,6,180,312,2900,73.3,1342.255643,1342.255643,1342252645,274855.8427
1340,189400,Wharewaka,Wharewaka,714,939,1614,31.5,71.9,5.70188884,5.70188884,5702077.839,15837.01029
1341,189300,Richmond Heights,Richmond Heights,2106,2328,2403,10.5,3.2,1.36517655,1.36517655,1365101.546,7010.383955
1342,189200,Waipahihi,Waipahihi,1881,2172,2292,15.5,5.5,2.4650921,2.4650921,2465031.81,7210.898177
1343,189102,Invergarry,Invergarry,744,786,828,5.6,5.3,0.89499518,0.89499518,894983.2373,4454.130815
1344,189101,Hilltop (Taupo District),Hilltop (Taupo District),1776,1938,1950,9.1,0.6,1.60925232,1.60925232,1609272.623,6075.753042
1345,189000,Bird Area,Bird Area,1980,2235,2193,12.9,-1.9,1.18044186,1.18044186,1180388.254,4980.464555
1346,188900,Mountview,Mountview,2619,2601,2838,-0.7,9.1,1.12523176,1.12523176,1125119.069,4772.369449
1347,188800,Taupō Central East,Taupo Central East,2229,2439,2457,9.4,0.7,1.0945717,1.0945717,1094871.094,5716.552506
1348,188702,Centennial,Centennial,78,87,87,11.5,0,9.86321433,9.86321433,9863484.691,16897.47857
1349,188701,Tauhara,Tauhara,1461,1713,1689,17.2,-1.4,1.84628171,1.84628171,1846142.424,7165.218168
1350,188600,Taupō Central West,Taupo Central West,402,405,390,0.7,-3.7,1.36818295,1.35510943,1368003.236,6468.569516
1351,188502,Rangatira Park,Rangatira Park,696,939,1122,34.9,19.5,2.03596243,2.03596243,2036202.502,7810.128441
1352,188501,Nukuhau,Nukuhau,1383,1503,1560,8.7,3.8,0.83489157,0.80918894,834769.3008,4953.448284
1353,188400,Brentwood (Taupo District),Brentwood (Taupo District),1629,1893,2178,16.2,15.1,3.55819529,3.55819529,3558283.072,9197.475583
1354,188300,Acacia Bay,Acacia Bay,1425,1653,1770,16,7.1,7.14841135,7.14841135,7148959.228,17552.20538
1355,188200,Wairākei-Broadlands,Wairakei-Broadlands,1152,1236,1182,7.3,-4.4,409.995046,409.995046,409994390.9,127366.2503
1356,188100,Inland water Lake Taupō,Inland water Lake Taupo,0,0,3,-998,-998,615.1103724,0,615109894.4,169233.7903
1357,188002,Kinloch,Kinloch,489,864,1191,76.7,37.8,4.65805475,4.64276796,4658055.095,14914.61315
1358,188001,Mapara,Mapara,885,1074,1179,21.4,9.8,136.0049768,136.0049768,136003784.8,89194.84315
1359,187900,Lake Taupō Bays,Lake Taupo Bays,1578,1566,1854,-0.8,18.4,1169.990477,1154.298942,1169990529,335168.3509
1360,187800,Ohakuri,Ohakuri,1671,1842,1953,10.2,6,542.9506303,542.9506303,542948947.3,123709.5088
1361,187702,Mangakino,Mangakino,741,831,822,12.1,-1.1,3.2096953,3.2096953,3209655.275,8845.994968
1362,187701,Marotiri,Marotiri,1473,1557,1581,5.7,1.5,740.9813109,740.9813109,740982866,147886.5186
1363,187600,Tiroa,Tiroa,51,42,45,-17.6,7.1,182.315713,182.315713,182316030,68477.48404
1364,187500,Waipa Valley,Waipa Valley,1251,1221,1269,-2.4,3.9,817.6497254,817.6497254,817651946,203629.7606
1365,187400,Te Kūiti East,Te Kuiti East,1899,1974,2052,3.9,4,5.82015669,5.82015669,5820064.987,15207.02703
1366,187300,Te Kūiti West,Te Kuiti West,2358,2598,2607,10.2,0.3,2.59158369,2.59158369,2591581.472,12106.5568
1367,187200,Aria,Aria,1194,1290,1263,8,-2.1,531.7579386,531.7579386,531758260.1,145682.6431
1368,187100,Hangatiki,Hangatiki,1101,1185,1254,7.6,5.8,326.4591801,326.4591801,326459127,111514.4362
1369,187000,Herangi,Herangi,1056,990,1095,-6.2,10.6,1668.245115,1668.245115,1668244314,313844.5996
1370,186800,Moananui,Moananui,2832,3057,3066,7.9,0.3,1.67889865,1.67889865,1678923.428,6737.489795
1371,186700,Tokoroa Central,Tokoroa Central,873,1032,1032,18.2,0,4.70189641,4.70189641,4701680.508,14464.65591
1372,186600,Strathmore (South Waikato District),Strathmore (South Waikato District),2214,2412,2505,8.9,3.9,1.24910104,1.24910104,1249071.534,4816.079721
1373,186500,Stanley Park,Stanley Park,2034,2241,2316,10.2,3.3,1.15485789,1.15485789,1154839.883,5054.391388
1374,186400,Matarawa,Matarawa,1899,2163,2328,13.9,7.6,1.96217751,1.96217751,1962007.312,6300.81467
1375,186300,Parkdale,Parkdale,750,849,888,13.2,4.6,2.53785034,2.53785034,2537700.938,7986.151758
1376,186200,Paraonui,Paraonui,1734,1824,1866,5.2,2.3,2.36081178,2.36081178,2361346.849,6727.000892
1377,186100,Kinleith,Kinleith,1464,1446,1518,-1.2,5,947.5194139,947.5194139,947517807.7,177272.3797
1378,186000,Putāruru,Putaruru,3945,4314,4455,9.4,3.3,6.81397525,6.81397525,6813586.054,21651.45944
1379,185900,Putāruru Rural,Putaruru Rural,2223,2373,2538,6.7,7,555.7975979,555.7975979,555799005.6,165956.128
1380,185800,Tīrau,Tirau,2106,2334,2535,10.8,8.6,293.0993789,293.0993789,293100161.4,114987.9804
1381,185700,Puniu,Puniu,1407,1488,1587,5.8,6.7,674.0219324,674.0219324,674021262,177314.1428
1382,185600,Maihiihi,Maihiihi,1848,1833,1875,-0.8,2.3,469.0561076,469.0561076,469055099.1,136691.3551
1383,185500,Ōtorohanga,Otorohanga,2625,3027,3180,15.3,5.1,5.07402224,5.07402224,5074077.544,13245.60922
1384,185400,Te Kawa,Te Kawa,1074,1209,1182,12.6,-2.2,114.6228309,114.6228309,114623204.3,75422.14691
1385,185300,Honikiwi,Honikiwi,1356,1581,1602,16.6,1.3,245.6144561,245.6144561,245614021.2,120033.4559
1386,185200,Pirongia Forest,Pirongia Forest,828,966,984,16.7,1.9,490.7986061,490.7986061,490799815.8,276418.7713
1387,185000,Rotongata,Rotongata,819,834,918,1.8,10.1,211.5537848,211.5537848,211554280.5,90148.61728
1388,184900,Maungatautari,Maungatautari,750,822,924,9.6,12.4,113.0037552,113.0037552,113004513.1,58926.67586
1389,184800,Kihikihi Central,Kihikihi Central,2022,2319,2829,14.7,22,2.23824501,2.23824501,2238643.188,8116.630839
1390,184700,Tokanui,Tokanui,441,435,441,-1.4,1.4,23.68480856,23.68480856,23684566.4,28826.13536
1391,184601,Rotoorangi,Rotoorangi,1602,1737,1770,8.4,1.9,183.3763984,183.3763984,183374136.8,92754.54609
1392,184501,St Leger,St Leger,387,432,624,11.6,44.4,6.56016973,6.56016973,6560091.656,15513.66938
1393,184400,Sherwin Park,Sherwin Park,1557,1980,2130,27.2,7.6,2.20680661,2.20680661,2206621.425,7978.728215
1394,184300,Fraser Street,Fraser Street,1326,1416,1506,6.8,6.4,1.13512076,1.13512076,1134987.614,5888.932065
1395,184201,Pekerau,Pekerau,2169,2778,3084,28.1,11,4.00839586,4.00839586,4008439.701,14280.97995
1396,184100,Te Awamutu Central,Te Awamutu Central,360,402,384,11.7,-4.5,0.71240724,0.71240724,712590.4561,5001.775847
1397,184000,Te Awamutu Stadium,Te Awamutu Stadium,1536,1749,1815,13.9,3.8,1.16584443,1.16584443,1166075.452,4830.202306
1398,183900,Leamington East,Leamington East,1860,1983,2031,6.6,2.4,1.41411396,1.41411396,1413998.116,5703.333477
1399,183800,Leamington Central,Leamington Central,2199,2406,2406,9.4,0,1.19303205,1.19303205,1192979.82,5985.023377
1400,183701,Leamington South,Leamington South,1713,1779,2079,3.9,16.9,2.91232379,2.91232379,2912378.708,9976.016827
1401,183600,Goodfellow Park,Goodfellow Park,1602,1788,1788,11.6,0,0.94961807,0.94961807,949611.332,5577.202888
1402,183500,Leamington West,Leamington West,1386,1467,1590,5.8,8.4,1.25638057,1.25638057,1256818.777,6109.655136
1403,183401,Te Awamutu West,Te Awamutu West,1284,1329,1482,3.5,11.5,1.18280241,1.18280241,1182659.75,4927.389965
1404,183300,Te Awamutu North,Te Awamutu North,1017,1101,1185,8.3,7.6,2.81794673,2.81794673,2818245.053,13996.04704
1405,183200,Cambridge Central,Cambridge Central,804,855,990,6.3,15.8,2.81676187,2.81676187,2816324.296,10118.958
1406,183101,Pukerimu,Pukerimu,849,873,951,2.8,8.9,76.57758899,76.57758899,76577236.71,55931.96989
1407,183000,Oaklands-St Kilda,Oaklands-St Kilda,660,1440,1863,118.2,29.4,1.68238876,1.68238876,1682430.321,6732.192168
1408,182900,Cambridge Park-River Garden,Cambridge Park-River Garden,408,1251,1476,206.6,18,3.01454135,3.01454135,3014547.701,7670.332685
1409,182800,Cambridge East,Cambridge East,2703,2808,2820,3.9,0.4,1.58485862,1.58485862,1584869.623,5624.150569
1410,182700,Cambridge West,Cambridge West,2364,2481,2592,4.9,4.5,2.23319875,2.23319875,2233606.86,7777.670443
1411,182600,Cambridge North,Cambridge North,1464,1737,2898,18.6,66.8,1.81057831,1.81057831,1810609.688,6333.550889
1412,182500,Karapiro,Karapiro,1950,2334,2523,19.7,8.1,190.8170918,190.8170918,190817703.5,78609.24542
1413,182400,Hautapu,Hautapu,561,474,612,-15.5,29.1,7.43488972,7.43488972,7434281.879,16643.5316
1414,182300,Fencourt,Fencourt,669,717,756,7.2,5.4,25.19643965,25.19643965,25195522.62,28547.20803
1415,182201,Te Rahu,Te Rahu,765,837,855,9.4,2.2,54.04491008,54.04491008,54045723.02,41447.58406
1416,182101,Pokuru,Pokuru,1251,1416,1527,13.2,7.8,108.7928283,108.7928283,108792842.2,61353.07166
1417,182000,Hautapu Rural,Hautapu Rural,645,699,687,8.4,-1.7,14.70975828,14.70975828,14710671.07,24115.5092
1418,181900,Pirongia,Pirongia,1122,1224,1281,9.1,4.7,3.26991139,3.26991139,3269699.603,9420.519605
1419,181800,Kaipaki,Kaipaki,1335,1581,1821,18.4,15.2,36.5226234,36.5226234,36521921.61,36662.0278
1420,181700,Lake Ngaroto,Lake Ngaroto,1080,1170,1278,8.3,9.2,94.57959744,94.57959744,94580275.39,60408.05307
1421,181600,Lake Cameron,Lake Cameron,1278,1479,1488,15.7,0.6,51.51518953,51.51518953,51516204.95,46182.44956
1422,181500,Ngāhinapōuri,Ngahinapouri,1461,1668,1803,14.2,8.1,73.938902,73.938902,73938407.68,48349.90381
1423,181400,Te Pahu,Te Pahu,1269,1428,1461,12.5,2.3,158.1687229,158.1687229,158169005.3,73273.10138
1424,181301,Peacocke,Peacocke,327,348,369,6.4,6,6.93285665,6.93285665,6933035.031,13703.03668
1425,181200,Riverlea,Riverlea,2583,2775,2679,7.4,-3.5,1.73946538,1.73946538,1739676.536,7221.596673
1426,181101,Fitzroy (Hamilton City),Fitzroy (Hamilton City),1872,2829,3750,51.1,32.6,1.48944657,1.48944657,1489241.8,7326.807429
1427,181000,Resthill,Resthill,2031,2439,2439,20.1,0,1.12136603,1.12136603,1121409.645,5150.154488
1428,180900,Glenview,Glenview,2145,2283,2442,6.4,7,0.89460263,0.89460263,894672.0547,4969.62176
1429,180800,Silverdale (Hamilton City),Silverdale (Hamilton City),1944,2088,2079,7.4,-0.4,0.80222183,0.80222183,801973.4307,5029.045212
1430,180700,Hillcrest East (Hamilton City),Hillcrest East (Hamilton City),2895,3093,3225,6.8,4.3,1.01716801,1.01716801,1017134.878,4431.511627
1431,180601,Hillcrest West (Hamilton City),Hillcrest West (Hamilton City),2559,2814,2973,10,5.7,0.8900317,0.8900317,890103.9541,4625.936394
1432,180500,Bader,Bader,2208,2556,2718,15.8,6.3,1.0960052,1.0960052,1096128.621,4852.967134
1433,180400,Deanwell,Deanwell,1998,2139,2076,7.1,-2.9,0.67020491,0.67020491,669945.708,4525.396312
1434,180300,Melville South,Melville South,2190,2451,2505,11.9,2.2,0.98998375,0.98998375,989925.4375,6521.045286
1435,180200,Hamilton East,Hamilton East,3654,3951,3981,8.1,0.8,2.22122213,2.22122213,2221067.698,6511.997468
1436,180100,Melville North,Melville North,2400,2772,3147,15.5,13.5,0.68833492,0.68833492,688389.0225,5261.724751
1437,180000,Hamilton East Cook,Hamilton East Cook,2025,2046,2175,1,6.3,0.73358446,0.73358446,733479.0098,3570.961168
1438,179901,Greensboro,Greensboro,2838,3648,4098,28.5,12.3,0.44688317,0.44688317,446954.6826,2899.487364
1439,179801,Hamilton West,Hamilton West,1020,1218,1209,19.4,-0.7,0.39945882,0.39945882,399444.5664,3211.829342
1440,179700,Hamilton East Village,Hamilton East Village,3015,3204,3117,6.3,-2.7,1.32122464,1.32122464,1321370.331,6164.649941
1441,179600,Peachgrove,Peachgrove,3468,3675,3618,6,-1.6,1.43571286,1.43571286,1435695.111,7618.244209
1442,179502,Hamilton Lake South,Hamilton Lake South,1863,1917,2148,2.9,12.1,1.46724421,1.46724421,1467103.674,7808.616478
1443,179501,Hamilton Lake North,Hamilton Lake North,1977,2226,2475,12.6,11.2,1.54096831,0.97736926,1540995.274,6214.89576
1444,179401,Hamilton Central,Hamilton Central,504,594,597,17.9,0.5,1.02284806,1.02284806,1022955.674,5005.695652
1445,179300,Claudelands,Claudelands,2853,3057,2883,7.2,-5.7,1.38305421,1.38305421,1382943.515,6159.514045
1446,179202,Ruakura,Ruakura,879,942,1086,7.2,15.3,6.98067529,6.98067529,6980909.473,15691.72466
1447,179201,Greenhill Park,Greenhill Park,21,216,1698,928.6,686.1,2.04395156,2.04395156,2044103.874,7741.26819
1448,179100,Enderley South,Enderley South,2451,2736,2994,11.6,9.4,0.76575463,0.76575463,765841.8496,4925.700176
1449,179001,Kirikiriroa,Kirikiriroa,369,528,822,43.1,55.7,0.55573211,0.55573211,555573.25,2822.41241
1450,178901,Frankton Junction,Frankton Junction,450,639,675,42,5.6,3.51651441,3.51651441,3516224.12,15697.71888
1451,178800,Kahikatea,Kahikatea,2841,3465,3522,22,1.6,0.97755455,0.97755455,977605.5752,7454.230613
1452,178701,Swarbrick,Swarbrick,2376,2937,3114,23.6,6,0.73008096,0.73008096,730162.0938,5069.386394
1453,178600,Temple View,Temple View,1179,1185,1305,0.5,10.1,4.37306756,4.37306756,4372301.407,11327.38842
1454,178500,Fairview Downs,Fairview Downs,2982,3201,3402,7.3,6.3,1.12269705,1.12269705,1122490.498,6699.818395
1455,178400,Enderley North,Enderley North,2241,2523,2481,12.6,-1.7,0.69523621,0.69523621,695141.8594,3688.953616
1456,178301,Whitiora,Whitiora,1827,2277,2592,24.6,13.8,0.76755294,0.76755294,767745.2051,4210.170535
1457,178202,Fairfield South (Hamilton City),Fairfield South (Hamilton City),1917,2124,2268,10.8,6.8,0.66056354,0.66056354,660454.2178,4097.873537
1458,178201,Fairfield North (Hamilton City),Fairfield North (Hamilton City),2073,2262,2412,9.1,6.6,0.73856153,0.73856153,738578.3594,3775.792977
1459,178100,Dinsdale South,Dinsdale South,3639,3966,4107,9,3.6,1.56104002,1.56104002,1561010.79,6385.537767
1460,178000,Maeroa,Maeroa,3336,3726,3789,11.7,1.7,1.27988267,1.27988267,1279901.865,6511.601525
1461,177901,Dinsdale North,Dinsdale North,3627,3849,3993,6.1,3.7,1.28602904,1.28602904,1285966.004,5230.631783
1462,177800,Porritt,Porritt,2349,2634,2676,12.1,1.6,1.23389541,1.23389541,1233981.301,5522.771567
1463,177700,Miropiko,Miropiko,3177,3186,3306,0.3,3.8,2.07883686,2.07883686,2078580.313,8331.414188
1464,177600,Beerescourt,Beerescourt,2136,2220,2325,3.9,4.7,1.02012445,1.02012445,1020530.806,5313.574811
1465,177500,Chedworth,Chedworth,1716,1821,1923,6.1,5.6,0.87655657,0.87655657,876682.0186,4895.94479
1466,177400,Forest Lake (Hamilton City),Forest Lake (Hamilton City),2289,2487,2622,8.7,5.4,1.22810027,1.22810027,1227923.843,5396.680534
1467,177300,Chartwell,Chartwell,2361,2502,2586,6,3.4,0.89678233,0.89678233,896632.0967,4161.060366
1468,177200,Nawton East,Nawton East,3933,4212,4377,7.1,3.9,1.31850934,1.31850934,1318367.578,5233.86202
1469,177100,Nawton West,Nawton West,3546,3663,3756,3.3,2.5,1.09006111,1.09006111,1090053.409,6293.877398
1470,177000,Western Heights (Hamilton City),Western Heights (Hamilton City),2541,2913,3018,14.6,3.6,1.07152117,1.07152117,1071371.431,7444.923552
1471,176900,Huntington,Huntington,2445,2574,2511,5.3,-2.4,1.26341779,1.26341779,1263392.701,5907.696245
1472,176800,Crawshaw,Crawshaw,2889,3249,3261,12.5,0.4,0.86398333,0.86398333,864106.1826,3935.662075
1473,176700,St James,St James,1710,1938,2025,13.3,4.5,0.73392693,0.73392693,733927.707,4835.562392
1474,176600,Queenwood (Hamilton City),Queenwood (Hamilton City),2265,2382,2436,5.2,2.3,1.48944942,1.48944942,1489693.977,5620.0509
1475,176500,Saint Andrews East,Saint Andrews East,2256,2481,2577,10,3.9,1.59418381,1.59418381,1593876.64,5880.473066
1476,176400,Saint Andrews West,Saint Andrews West,2739,2880,2997,5.1,4.1,1.00595244,1.00595244,1006009.535,6574.630904
1477,176301,Te Rapa South,Te Rapa South,123,117,213,-4.9,82.1,4.77884659,4.77884659,4778947.513,14931.9009
1478,176202,Rototuna South East,Rototuna South East,2154,2259,2247,4.9,-0.5,0.88396015,0.88396015,883995.4141,4553.518862
1479,176201,Rototuna South West,Rototuna South West,2031,2169,2193,6.8,1.1,1.09371248,1.09371248,1093497.78,5060.310601
1480,176101,Te Manatu,Te Manatu,2820,3765,4296,33.5,14.1,1.40794464,1.40794464,1407922.565,4907.384695
1481,176000,Pukete East,Pukete East,2280,2361,2433,3.6,3,1.09134429,1.09134429,1091254.943,4909.458492
1482,175902,Rototuna East,Rototuna East,1566,1971,2682,25.9,36.1,0.75156296,0.75156296,751547.2441,4694.590803
1483,175901,Rototuna West,Rototuna West,2589,2793,2778,7.9,-0.5,0.83809014,0.83809014,838127.3008,4727.508766
1484,175801,Flagstaff East,Flagstaff East,3531,3810,4143,7.9,8.7,1.82047801,1.82047801,1820723.84,5777.377698
1485,175700,Pukete West,Pukete West,2016,2244,2283,11.3,1.7,0.83971923,0.83971923,839857.7012,4599.37121
1486,175601,Rototuna North,Rototuna North,678,837,2310,23.5,176,2.43623158,2.43623158,2436194.506,6420.360041
1487,175501,Flagstaff South,Flagstaff South,1515,2619,3495,72.9,33.4,1.54738272,1.54738272,1547628.323,6440.699067
1488,175401,Burbush-Baverstock,Burbush-Baverstock,333,546,1029,64,88.5,7.10090947,7.10090947,7101079.432,17037.34632
1489,175302,Flagstaff North East,Flagstaff North East,723,2298,3093,217.8,34.6,0.90113813,0.90113813,901140.0518,4317.662192
1490,175301,Flagstaff North West,Flagstaff North West,132,1107,2046,738.6,84.8,0.94064252,0.94064252,940570.0898,4556.115933
1491,175201,Te Rapa North,Te Rapa North,180,171,135,-5,-21.1,8.38065274,8.38065274,8380061.896,16300.22343
1492,175100,Te Poi,Te Poi,801,840,885,4.9,5.4,127.9682008,127.9682008,127967414.4,79702.37979
1493,175002,Matamata East,Matamata East,1557,1779,2355,14.3,32.4,2.46603206,2.46603206,2466161.311,7034.977464
1494,175001,Matamata West,Matamata West,2733,3042,3480,11.3,14.4,4.08954425,4.08954425,4089406.448,9191.600205
1495,174901,Matamata North,Matamata North,2970,3225,3300,8.6,2.3,3.03135483,3.03135483,3031312.945,11102.96079
1496,174801,Hinuera,Hinuera,1098,1137,1134,3.6,-0.3,129.3734026,129.3734026,129374773.9,74501.51757
1497,174701,Okauia,Okauia,972,1038,1092,6.8,5.2,119.4951739,119.4951739,119494924.4,60522.75236
1498,174601,Waharoa-Peria,Waharoa-Peria,1098,1302,1359,18.6,4.4,72.09516476,72.09516476,72094326.72,58521.94749
1499,174500,Richmond Downs-Wardville,Richmond Downs-Wardville,1221,1278,1284,4.7,0.5,206.7277343,206.7277343,206729955.4,115731.9594
1500,174400,Waitoa-Ngarua,Waitoa-Ngarua,1152,1176,1137,2.1,-3.3,108.0773522,108.0773522,108076219.2,68091.86389
1501,174300,Waihou-Manawaru,Waihou-Manawaru,1131,1209,1278,6.9,5.7,140.7850926,140.7850926,140785954.2,67324.95223
1502,174200,Te Aroha West,Te Aroha West,1803,2025,2064,12.3,1.9,6.28406797,6.28406797,6284190.547,16868.93633
1503,174100,Te Aroha East,Te Aroha East,2202,2529,2589,14.9,2.4,4.67965155,4.67965155,4679284.305,16470.23932
1504,174001,Morrinsville West,Morrinsville West,2751,3078,3267,11.9,6.1,5.19423884,5.19423884,5194475.088,11198.96033
1505,173902,Morrinsville East,Morrinsville East,3168,3597,4143,13.5,15.2,3.23572358,3.23572358,3235646.338,8748.49896
1506,173901,Morrinsville North,Morrinsville North,1131,1221,1593,8,30.5,1.85020361,1.85020361,1850109.194,5489.657871
1507,173801,Tahuroa,Tahuroa,1644,1659,1674,0.9,0.9,179.3344146,179.3344146,179335176.6,86430.72568
1508,173700,Tatuanui,Tatuanui,1338,1377,1455,2.9,5.7,144.4612171,144.4612171,144460289.2,75558.55437
1509,173600,Mangaiti,Mangaiti,1284,1335,1362,4,2,257.2763619,257.2763619,257276272.2,93727.89684
1510,173500,Tahuna-Mangateparu,Tahuna-Mangateparu,1491,1569,1650,5.2,5.2,238.9229646,238.9229646,238923135.7,76409.16646
1511,173400,Tamahere South,Tamahere South,1785,1974,2289,10.6,16,38.83651171,38.83651171,38836243.95,28204.27636
1512,173300,Pukemoremore,Pukemoremore,2097,2394,2580,14.2,7.8,43.27703002,43.27703002,43276558.62,42309.48794
1513,173202,Tamahere West,Tamahere West,960,1494,1734,55.6,16.1,5.68981012,5.68981012,5689763.121,12230.38669
1514,173201,Tamahere North,Tamahere North,2220,2658,2706,19.7,1.8,12.9841518,12.9841518,12984505.52,17626.63138
1515,173100,Eureka-Tauwhare,Eureka-Tauwhare,1917,2142,2154,11.7,0.6,135.5694142,135.5694142,135568804.1,65989.86605
1516,173000,Hamilton Park,Hamilton Park,1329,1593,1677,19.9,5.3,46.31843099,46.31843099,46318288,36516.78362
1517,172900,Rotokauri,Rotokauri,912,1017,1011,11.5,-0.6,15.64423583,15.64423583,15644308.94,27619.7501
1518,172800,Whatawhata East,Whatawhata East,2214,2763,2997,24.8,8.5,47.44225767,47.44225767,47442859.46,43835.36754
